Type,Square,Floor,Metro,Price
2,60.1,15,1,9577302
3,58.4,3,1,9694556
2,61.2,12,1,10148093
2,60.9,13,1,10097857
3,57.8,6,1,9842322
3,58.1,14,1,10288570
3,58.2,11,1,10330604
3,58.0,13,1,9864690
0,29.61,1,0,4142123
2,53.3,17,1,10035195
2,59.5,12,1,8977097
2,59.9,24,1,9038119
2,57.2,16,1,9401177
2,59.2,15,1,8931330
1,30.8,22,1,6047014
1,31.1,11,1,6106400
2,60.3,18,1,9099142
1,29.5,16,1,5985552
1,62.0,5,1,20660670
2,169.0,20,1,61635040
3,173.0,10,1,50723600
4,168.0,9,1,52987200
0,29.61,15,0,4338483
0,30.78,16,0,4707903
0,31.03,15,0,4484914
0,29.12,15,0,4291716
0,27.34,9,0,4338483
0,31.03,13,0,4500968
0,29.61,10,0,4338483
0,27.34,10,0,4338483
0,30.78,15,0,4707903
0,29.12,10,0,4291716
0,29.12,15,0,4296756
0,29.12,9,0,4291716
0,29.12,9,0,4296756
0,27.34,14,0,4338483
0,29.61,12,0,4338483
0,29.12,17,0,4291716
0,27.34,13,0,4338483
0,29.61,11,0,4338483
0,31.03,11,0,4484914
0,29.12,15,0,4296756
0,31.03,16,0,4484914
0,27.34,15,0,4338483
0,29.12,12,0,4291716
0,30.78,13,0,4707903
0,29.12,16,0,4291716
0,29.12,16,0,4296756
0,29.12,8,0,4291716
0,27.34,12,0,4338483
0,29.12,11,0,4296756
0,29.61,16,0,4338483
0,29.61,14,0,4338483
0,29.12,8,0,4296756
0,29.61,9,0,4338483
0,27.34,11,0,4338483
0,29.12,12,0,4296756
0,29.12,16,0,4291716
0,29.12,17,0,4291716
0,27.34,16,0,4338483
0,29.12,10,0,4296756
0,31.03,13,0,4484914
0,29.12,13,0,4296756
0,29.12,14,0,4291716
0,31.03,11,0,4474211
0,29.12,17,0,4296756
0,31.03,12,0,4484914
0,29.12,12,0,4291716
0,29.12,14,0,4296756
0,29.12,11,0,4296756
0,29.12,13,0,4296756
0,27.34,17,0,4338483
0,31.03,10,0,4484914
0,31.03,16,0,4500968
0,30.78,14,0,4707903
0,29.12,13,0,4291716
0,29.12,14,0,4296756
0,31.03,12,0,4474211
0,29.12,15,0,4291716
0,27.34,1,0,4142123
0,29.12,17,0,4296756
0,31.03,15,0,4500968
0,31.03,14,0,4500968
0,29.12,10,0,4296756
2,52.9,14,1,9938278
0,30.78,12,0,4707903
2,84.62,2,1,17471052
2,76.76,2,1,16528376
2,83.98,8,1,18111262
2,83.98,10,1,18442016
2,83.98,5,1,17714356
1,35.7,8,1,6367251
2,60.0,17,1,9053375
2,60.4,14,1,9090585
2,50.7,20,1,9210985
1,30.8,23,1,6053405
2,51.3,23,1,9321174
1,32.4,23,1,6572155
1,30.8,24,1,6117315
1,30.3,20,1,6017196
0,24.7,14,1,4945637
0,25.4,1,1,4669828
0,25.0,11,1,5011500
2,55.1,10,0,8978000
1,33.8,21,0,5399743
2,47.1,12,0,8129076
2,49.7,15,0,8645212
1,34.53,11,1,5824170
1,33.0,21,0,5257060
1,32.4,21,0,5187460
2,57.64,15,0,7654264
1,33.53,4,0,5083108
2,53.35,4,0,7513845
2,57.64,8,0,7106964
2,53.58,4,0,7535552
2,57.64,3,0,7106964
1,33.69,2,0,5072649
2,57.64,11,0,7654264
1,33.54,4,0,5049841
1,35.3,9,0,5897697
2,53.35,4,0,7502775
1,34.69,3,0,5210305
1,33.53,4,0,5048320
1,33.86,1,0,5000134
1,33.69,3,0,5086630
1,33.54,4,0,5049841
1,33.86,3,0,5105524
1,33.53,4,0,5048320
2,60.47,3,0,8266478
1,34.1,3,0,5134990
1,33.73,4,0,5092729
2,60.2,12,0,9993132
3,92.0,12,0,11701074
3,57.8,14,0,9998527
2,61.1,11,0,10131348
3,57.8,12,0,9998527
3,57.8,11,0,9998527
1,36.26,2,0,5358088
1,35.19,2,0,5264218
1,36.69,3,0,5414609
2,55.22,2,0,7723432
1,36.68,2,0,5405508
1,35.19,3,0,5271520
1,38.3,3,0,5582877
1,36.26,3,0,5358088
1,36.68,2,0,5405508
1,35.19,3,0,5249614
3,72.69,2,0,10076418
2,57.2,2,0,7873394
1,33.01,2,0,5010350
1,36.68,2,0,5405508
3,58.1,9,0,10300626
3,58.2,12,0,10306451
1,36.99,14,1,5829037
3,68.66,5,1,10803674
1,33.68,3,0,5071128
1,36.26,3,0,5358088
1,35.34,1,0,5176874
1,33.86,1,0,5007160
1,36.68,3,0,5405508
1,33.73,2,0,5078731
2,59.74,1,0,7867972
1,33.69,4,0,5086630
1,33.7,1,0,4990256
1,34.69,2,0,5210305
1,33.86,2,0,5105524
1,33.53,2,0,5048320
1,33.53,2,0,5097023
1,37.35,2,0,5474158
1,36.68,4,0,5405508
1,36.26,4,0,5358088
1,38.3,4,0,5582877
1,36.68,3,0,5405508
1,33.54,3,0,5049841
1,36.26,2,0,5358088
1,33.53,2,0,5083108
3,72.69,3,0,10076418
1,35.19,4,0,5249614
3,71.04,1,0,9874904
1,34.69,4,0,5210305
1,33.73,3,0,5078731
3,70.48,2,0,9986393
2,55.62,1,0,7595444
1,35.19,3,0,5264218
1,36.69,4,0,5414609
2,60.47,2,0,8241383
3,72.69,4,0,10076418
2,57.2,3,0,7873394
1,35.19,4,0,5264218
1,33.53,3,0,5048320
1,37.35,3,0,5474158
1,38.3,2,0,5582877
1,33.73,2,0,5078731
1,33.01,4,0,5010350
1,34.1,2,0,5134990
1,33.86,2,0,5098498
2,53.35,2,0,7502775
1,33.73,3,0,5092729
1,33.53,2,0,5048320
1,35.19,2,0,5271520
1,33.53,3,0,5062235
2,54.83,1,0,7463387
2,53.58,2,0,7535552
1,33.53,2,0,5062235
1,34.1,4,0,5134990
1,33.53,3,0,5048320
2,54.83,2,0,7622668
1,33.86,3,0,5098498
1,36.68,4,0,5405508
2,53.35,2,0,7513845
1,35.19,4,0,5271520
1,35.19,2,0,5249614
3,73.43,1,0,9905755
1,36.26,1,0,5252753
1,33.53,2,0,5048320
2,57.2,4,0,7873394
1,33.69,2,0,5086630
1,37.5,1,0,5387406
1,36.68,4,0,5405508
3,92.0,11,0,11701074
3,92.0,14,0,11701074
3,92.0,5,0,11259324
3,92.0,13,0,11701074
3,92.0,16,0,11701074
2,57.64,13,0,7654264
2,57.64,4,0,7106964
2,57.59,15,0,7654264
2,57.59,12,0,7654264
2,57.64,6,0,7106964
2,57.59,13,0,7654264
2,57.0,2,1,8643657
2,51.5,5,1,8000564
2,51.5,3,1,8000564
2,51.5,6,1,8000564
1,36.1,1,1,4804547
3,57.7,1,1,8736755
1,38.2,2,1,5611622
1,35.2,2,1,5313072
1,34.8,2,1,5295454
3,58.0,2,1,9531190
1,38.3,2,1,5610548
2,59.4,2,1,8937858
2,55.2,3,1,8482082
1,38.0,3,1,5581980
2,58.3,1,1,8018129
1,35.9,2,1,5443562
2,49.1,1,1,7195523
1,36.3,1,1,5049878
2,55.4,1,1,7840897
2,60.4,2,1,9487443
2,55.4,2,1,8831726
2,55.0,2,1,8504750
2,56.9,1,1,8079517
2,59.0,2,1,9265217
3,57.9,2,1,9751395
2,54.6,2,1,8668760
2,48.9,1,1,7497715
2,64.69,16,0,8364981
3,92.0,15,0,12319524
2,57.59,4,0,6997504
2,57.56,16,0,7643076
2,57.64,16,0,7271154
2,64.69,12,0,8364981
2,57.59,16,0,7654264
3,92.0,9,0,11436024
2,54.12,18,0,7095550
2,54.12,17,0,7095550
2,75.54,2,1,16009148
1,66.0,2,1,22483769
1,30.6,16,1,6007423
2,55.9,19,1,8692357
2,57.56,7,0,7096576
2,92.53,4,1,32500000
0,25.9,14,0,5087783
3,92.0,3,0,11259324
3,92.0,6,0,11436024
2,54.12,14,0,7095550
2,54.12,11,0,7095550
2,57.59,16,0,7282511
2,57.56,4,0,7096576
2,54.12,2,0,6842350
2,64.69,15,0,8364981
2,57.59,4,0,7106964
2,57.56,13,0,7643076
3,92.0,12,0,12319524
2,57.59,13,0,7654264
2,54.11,2,0,7014413
2,64.69,3,0,7584532
2,54.11,11,0,7520613
2,57.59,7,0,7008861
2,64.71,3,0,7676822
2,54.11,17,0,7520613
2,57.64,4,0,6997504
2,57.59,16,0,7271154
2,64.71,12,0,7986072
2,64.69,12,0,7893682
2,57.59,13,0,7271154
2,57.59,13,0,7282511
2,64.69,15,0,7893682
2,57.59,13,0,7282511
2,54.11,5,0,7014413
2,54.11,14,0,7520613
2,57.64,13,0,7271154
2,64.71,9,0,7676822
0,25.3,13,0,5131503
0,25.3,11,0,5142003
0,24.8,11,0,4905598
2,72.8,7,1,20000000
0,29.44,13,1,4908893
1,25.25,7,1,4500000
3,129.3,4,1,54443338
4,138.88,4,1,53722988
0,25.2,4,1,3959824
0,25.79,1,0,4105865
0,24.29,1,0,3919593
2,57.59,12,0,7282511
2,57.64,11,0,7271154
3,92.0,11,0,12319524
2,57.59,8,0,7106964
2,57.59,5,0,7106964
2,57.59,17,0,7271154
2,57.59,15,0,7282511
3,92.0,4,0,11436024
2,57.59,9,0,7106964
3,92.0,8,0,11436024
2,57.64,15,0,7271154
2,64.69,16,0,7893682
2,57.64,12,0,7271154
2,64.71,5,0,7676822
3,92.0,4,0,11259324
2,54.12,12,0,7095550
2,54.12,13,0,7095550
2,64.69,2,0,7746681
2,64.69,4,0,7746681
2,57.59,18,0,7271154
2,57.59,12,0,7271154
2,57.59,12,0,7654264
2,54.11,18,0,7520613
2,64.71,4,0,7676822
2,64.69,11,0,8364981
2,57.59,5,0,7008861
2,54.12,16,0,7095550
2,57.59,2,0,7008861
2,57.59,11,0,7282511
2,57.59,17,0,7654264
2,64.69,19,0,7893682
2,57.59,17,0,7282511
2,57.56,6,0,7096576
2,57.56,11,0,7643076
2,57.59,5,0,7008861
2,54.11,16,0,7520613
2,64.69,5,0,7746681
2,64.69,11,0,7893682
2,57.59,18,0,7282511
2,54.11,19,0,7520613
2,64.69,7,0,7746681
3,92.0,14,0,12319524
2,57.59,3,0,7008861
2,57.59,6,0,7008861
2,54.12,19,0,7095550
2,57.59,2,0,6997504
2,57.59,12,0,7282511
2,54.11,22,0,7520613
2,64.71,17,0,7986072
3,92.0,2,0,11436024
2,64.69,17,0,8364981
2,57.56,12,0,7643076
2,64.71,2,0,7676822
2,57.59,18,0,7654264
2,64.69,14,0,7893682
2,57.59,6,0,7106964
3,92.0,16,0,12319524
3,92.0,13,0,12319524
2,57.56,9,0,7096576
2,57.56,2,0,7096576
2,57.59,15,0,7282511
2,64.69,2,0,7584532
2,64.69,14,0,8364981
2,64.71,13,0,7986072
2,57.59,15,0,7271154
3,92.0,2,0,11259324
2,64.71,8,0,7676822
2,57.64,17,0,7271154
2,64.69,16,0,8364981
2,64.71,16,0,7986072
2,64.69,13,0,7893682
2,57.64,2,0,7008861
2,64.69,13,0,8364981
2,54.11,12,0,7520613
2,64.71,11,0,7986072
2,64.69,5,0,7746681
2,64.69,11,0,8364981
2,57.64,2,0,7106964
2,64.69,9,0,7746681
2,64.69,12,0,8364981
2,57.59,2,0,7106964
2,64.69,14,0,8364981
2,64.69,15,0,8364981
2,64.69,17,0,8364981
2,56.04,12,1,14200000
2,50.6,13,1,7596513
2,50.8,12,1,7626934
0,24.4,7,1,3974292
2,50.6,9,1,7491518
0,24.9,9,1,4056757
2,50.7,3,1,7506521
0,25.3,5,1,3975736
2,51.7,2,1,7766672
2,45.2,13,1,7065895
0,25.2,4,1,4027801
0,24.5,13,1,4041622
0,24.5,16,1,4072125
0,24.5,4,1,3990785
0,24.5,6,1,3990785
2,56.4,3,1,8256365
2,56.9,7,1,8306833
2,56.8,5,1,8292058
2,57.3,16,1,8484829
0,24.4,15,1,4055300
2,50.4,6,1,7461512
0,25.5,16,1,4092220
0,25.1,5,1,4011619
2,66.08,9,1,16561558
2,77.75,2,1,16450454
2,73.56,2,1,15579077
2,77.75,5,1,16756392
3,103.0,5,1,24902194
2,75.93,8,1,17674152
3,103.0,2,1,24491510
2,75.54,8,1,17131500
2,60.08,1,1,13780150
2,73.16,9,1,17968222
3,91.2,4,1,21122624
1,39.62,11,1,13807627
2,77.64,3,1,16584409
2,64.37,1,1,14055726
1,42.2,2,1,11595861
1,39.49,1,1,10295068
2,58.31,11,1,19800092
1,39.62,2,1,10822475
3,91.2,2,1,20903456
2,67.97,7,1,16118440
1,35.93,1,1,10087123
2,90.13,11,1,29409828
3,103.0,4,1,24737920
2,77.75,11,1,25533496
1,40.21,8,1,11570043
2,78.01,2,1,16544320
2,76.73,4,1,16416308
2,75.93,2,1,16426686
1,54.34,1,1,13481116
2,77.75,9,1,17980144
2,77.25,2,1,16320603
1,41.8,2,1,11490225
3,79.83,2,1,19893000
0,25.1,1,1,4424263
0,26.2,1,1,4560545
0,25.0,2,1,4853563
2,56.1,22,1,8690639
1,29.5,9,1,6046765
2,56.3,23,1,8721978
1,32.5,24,1,6356562
2,56.9,24,1,8815995
2,56.2,16,1,8706308
2,56.0,13,1,8884710
0,24.4,2,1,4895087
0,25.2,1,1,4711099
0,25.4,2,1,4876393
0,24.7,2,1,4853382
0,23.7,15,1,5004025
0,23.6,2,1,4825996
0,26.1,1,1,4691587
1,37.32,6,0,4858252
2,58.1,10,0,9351708
2,60.56,11,0,8165416
1,43.95,16,0,5844404
1,33.0,21,0,5215975
2,60.49,14,0,8148434
2,51.7,17,0,8525499
0,25.5,23,1,5336492
1,37.7,16,0,7421009
3,88.25,4,1,13297500
2,177.0,1,1,75750923
2,54.9,14,0,8910874
2,57.48,12,0,7688083
2,55.65,6,0,7070919
1,43.95,13,0,5844404
1,36.5,13,0,5026754
2,58.86,11,0,7749386
2,88.3,2,1,13390040
2,58.89,4,0,7206538
2,56.91,3,0,7142175
2,58.89,13,0,7753638
2,56.91,12,0,7722988
2,57.4,10,0,9202100
2,58.3,11,0,9299563
2,56.91,15,0,7767501
3,107.3,3,1,42691080
5,229.64,1,1,86628864
2,170.7,1,1,65014959
2,51.7,9,0,8214394
2,56.91,4,0,7142175
2,56.91,8,0,7142175
2,56.91,5,0,7142175
3,79.83,6,0,9509340
2,58.89,3,0,7206538
2,58.89,11,0,7753638
1,44.49,21,0,5577567
2,53.21,16,0,7453483
2,53.21,11,0,7453483
2,55.65,11,0,7600219
2,55.65,14,0,7600219
1,43.95,17,0,5844404
2,53.21,6,0,6948983
2,55.65,5,0,7070919
1,43.95,15,0,5844404
1,43.95,14,0,5844404
1,43.95,18,0,5844404
2,53.21,4,0,6948983
1,43.95,4,0,5436204
2,53.21,9,0,6948983
2,53.21,12,0,7453483
2,58.86,4,0,7202586
1,43.95,11,0,5844404
2,55.65,16,0,7600219
2,53.21,19,0,7453483
2,53.21,22,0,7453483
2,53.21,15,0,7453483
2,53.21,13,0,7453483
2,53.21,18,0,7453483
2,58.86,12,0,7749386
2,55.65,4,0,7070919
1,42.7,15,1,6427061
0,25.4,13,1,3981107
0,25.6,15,1,4023472
0,25.6,5,1,3959728
0,25.7,6,1,3996722
0,30.4,3,1,4624456
0,30.3,14,1,4671952
2,54.7,12,0,8900748
1,35.4,2,0,5358235
1,35.4,2,0,5409653
2,55.3,2,0,8589427
1,36.6,1,0,4811029
1,35.5,2,0,5373512
1,36.4,2,0,5239102
1,35.4,2,0,5343544
2,58.4,10,0,9315686
2,55.1,3,0,8466535
2,58.3,2,0,8770491
2,49.9,2,0,7927288
1,38.8,2,0,5716650
1,35.6,2,0,5433112
2,61.4,2,0,9688081
1,39.1,1,0,5232312
1,37.7,2,0,5701795
2,60.2,1,0,8719902
1,35.5,2,0,5417710
0,25.6,17,1,5362928
0,25.6,14,1,5352304
0,25.8,10,1,5351681
0,25.4,21,1,5236311
0,25.7,22,1,5368074
0,25.9,24,1,5367244
0,25.7,9,1,5330745
2,56.1,1,0,8150767
2,60.8,2,0,9548413
1,37.63,9,0,4700792
1,30.7,22,0,5027319
1,35.88,8,0,4670820
2,56.91,11,0,7678475
1,21.39,14,1,6950000
1,40.51,15,1,5700000
2,69.24,9,0,8508838
1,37.19,7,0,4621360
1,35.88,10,0,4574345
1,37.6,9,0,4674240
1,37.19,10,0,4664163
2,60.88,2,0,7455744
1,39.71,16,0,4946634
1,35.9,16,0,4743388
1,44.38,15,0,5905969
1,37.63,15,0,4889115
2,69.24,15,0,8868417
1,47.25,13,0,6390120
0,31.09,15,1,6905563
2,69.24,2,0,8206817
2,60.88,8,0,7886016
1,30.0,21,0,4836850
1,37.64,8,0,4759684
1,37.63,9,0,4657653
2,59.89,8,0,7356921
1,35.4,23,0,5848702
2,55.65,8,0,7092885
2,50.6,2,0,7137318
1,30.7,22,0,4912655
1,37.71,12,0,4815764
1,44.35,17,0,5910227
1,44.35,14,0,5910227
2,57.63,12,0,7416419
1,39.19,17,0,5178069
3,79.83,4,0,9364040
1,37.48,16,0,4891937
1,38.59,14,0,5306821
1,36.53,14,0,4842027
3,79.83,7,0,9364040
2,62.86,11,0,7989900
2,69.22,17,0,8857694
2,55.65,16,0,7600219
1,44.71,12,0,5990376
1,37.63,16,0,4889115
2,53.47,19,0,7493373
1,36.38,17,0,4736727
1,44.71,6,0,5576776
1,44.34,2,0,5371517
1,39.74,16,0,4930930
1,43.92,18,0,5840108
2,57.63,17,0,7416419
1,39.66,11,0,4968204
1,39.71,11,0,4946634
1,35.88,16,0,4754842
1,44.41,8,0,5488898
1,37.76,12,0,4815764
1,44.41,14,0,5901698
0,23.4,11,0,4902610
2,62.92,11,0,8442851
1,37.63,14,0,4889115
1,37.71,14,0,4891937
1,37.71,13,0,4891937
1,31.0,22,0,4967582
1,30.7,21,0,4976357
1,35.88,11,0,4754842
0,24.6,8,0,4007278
0,24.5,5,0,3990785
1,42.21,9,0,5152652
0,24.4,14,0,4024922
0,24.8,17,0,4122600
0,32.1,6,0,4320894
2,50.5,5,0,7476515
2,89.4,11,1,35760000
2,76.7,2,1,24252540
2,83.0,8,1,43632750
2,69.22,11,0,8857694
1,44.35,8,0,5498027
1,44.41,2,0,5488898
1,37.63,12,0,4889115
1,36.38,11,0,4771556
1,37.63,4,0,4542615
2,53.47,13,0,7493373
1,37.63,12,0,4889115
1,44.41,5,0,5488898
1,44.03,12,0,5840108
1,37.19,13,0,4851018
2,55.65,2,0,7092885
0,32.1,15,0,4610994
1,37.58,15,0,4873594
2,59.89,5,0,7351348
1,37.63,13,0,4889115
2,53.47,4,0,6986173
1,37.6,13,0,4884882
2,69.22,5,0,8196894
3,73.92,13,0,9181093
2,60.88,11,0,7995888
3,73.92,16,0,9181093
1,43.96,6,0,5365661
2,55.65,11,0,7600219
1,37.63,14,0,4889115
1,39.92,16,0,5100827
1,35.88,13,0,4754842
1,36.38,14,0,4771556
3,73.92,4,0,8831743
1,44.07,12,0,5569861
2,55.65,14,0,7600219
1,37.5,15,0,4877935
1,37.58,12,0,4873594
2,53.47,16,0,7493373
1,44.41,11,0,5901698
2,55.65,5,0,7070919
1,36.58,17,0,4835020
1,37.5,12,0,4877935
1,37.46,16,0,4889115
2,60.88,14,0,7995888
2,69.24,12,0,8868417
1,43.96,15,0,5569861
1,44.38,12,0,5905969
1,43.96,3,0,5365661
1,44.72,6,0,5698304
1,37.71,13,0,4891937
1,44.35,5,0,5498027
1,44.35,11,0,5910227
1,37.76,9,0,4717843
1,35.9,13,0,4743388
1,36.58,14,0,4835020
1,36.58,11,0,4835020
1,43.92,15,0,5840108
1,38.76,15,0,5451755
2,55.65,5,0,6932110
1,35.88,13,0,4954683
1,37.64,11,0,4955254
2,59.89,2,0,7238294
2,55.65,14,0,7196760
1,37.46,16,0,4718464
3,74.33,16,0,9191218
3,74.33,7,0,8839818
1,37.64,5,0,4608654
1,37.6,15,0,4869245
2,55.65,2,0,6932110
1,44.34,17,0,5577567
1,43.89,3,0,5348005
1,48.01,12,0,6304213
1,35.88,13,0,4837535
1,37.63,13,0,4939444
1,44.72,12,0,6026161
1,37.15,14,0,4941922
1,36.5,14,0,4774716
1,39.92,13,0,5138893
1,43.89,6,0,5348005
1,36.38,14,0,4736727
1,35.88,2,0,4519217
1,37.63,12,0,4845976
1,44.72,3,0,5552371
1,43.89,18,0,5551855
1,37.64,14,0,4955254
1,43.89,15,0,5551855
1,35.88,16,0,4837535
1,37.63,14,0,4881925
1,36.38,11,0,4736727
1,37.63,13,0,4775983
1,37.6,12,0,4869245
1,36.53,14,0,4743925
2,55.65,14,0,7622185
2,55.65,5,0,7092885
3,74.33,13,0,9191218
1,35.88,17,0,4961574
1,35.88,11,0,4851317
3,74.33,19,0,9191218
2,55.65,11,0,7196760
1,37.64,2,0,4608654
1,37.6,18,0,4869245
1,37.63,4,0,4592944
1,44.34,11,0,5577567
1,44.34,14,0,5577567
2,50.6,8,0,7491518
1,35.9,15,0,4743388
3,94.22,5,1,38872254
1,39.92,13,0,5116054
1,35.92,13,0,4760569
1,30.7,20,0,4950876
2,56.7,6,0,8277283
2,50.4,11,0,7461512
2,45.5,18,0,7113456
0,25.0,18,0,4011000
0,24.9,19,0,4139425
2,56.5,4,0,8247734
1,31.3,20,0,5009645
3,82.8,19,0,13318982
1,36.58,21,0,4835020
1,35.9,12,0,4743388
2,87.27,3,1,31373559
3,88.41,3,1,12879450
1,43.89,7,0,5348005
1,37.71,15,0,4891937
1,37.15,13,0,4913561
2,69.22,13,0,8857694
1,43.96,4,0,5365661
2,59.89,16,0,7922948
1,44.35,3,0,5498027
2,55.77,9,0,7070919
1,43.96,7,0,5365661
1,44.72,2,0,5552371
1,35.88,14,0,4754842
1,44.41,16,0,5901698
2,69.22,2,0,8196894
3,74.33,14,0,9191218
1,35.9,8,0,4549577
1,43.92,14,0,5840108
1,39.26,12,0,5241419
1,36.53,16,0,4842027
2,59.89,7,0,7351348
2,55.65,15,0,7600219
1,37.63,11,0,4889115
1,44.41,12,0,5901698
2,55.65,18,0,7622185
2,53.47,17,0,7493373
1,37.19,17,0,4851018
1,43.96,11,0,5569861
1,37.63,14,0,4845976
3,74.33,15,0,9191218
1,39.92,15,0,5100827
1,44.03,17,0,5840108
3,73.92,2,0,8831743
1,36.5,13,0,4774716
1,44.34,12,0,5577567
1,43.92,19,0,5840108
2,59.89,4,0,7351348
1,37.63,16,0,4845976
1,37.63,14,0,4889115
2,59.89,15,0,7524144
1,44.07,17,0,5569861
1,43.92,10,0,5432208
1,44.71,13,0,5990376
1,37.63,15,0,4889115
1,39.92,11,0,5138893
1,36.53,19,0,4743925
1,37.63,14,0,4889115
1,37.56,2,0,4532735
1,43.92,8,0,5432208
2,55.65,3,0,7092885
2,53.47,12,0,7493373
1,44.35,2,0,5498027
2,69.22,22,0,8857694
1,44.71,17,0,5990376
2,69.22,10,0,8196894
1,37.63,14,0,4889115
1,36.58,13,0,4835020
1,43.92,13,0,5840108
1,43.96,2,0,5365661
1,37.6,12,0,4884882
2,60.56,14,0,7737570
1,43.96,14,0,5569861
1,36.5,12,0,4774716
2,69.22,4,0,8196894
1,35.92,11,0,4732971
3,74.33,12,0,9191218
1,44.34,19,0,5577567
1,44.35,15,0,5910227
1,37.58,19,0,4873594
1,37.63,11,0,4889115
1,37.19,11,0,4851018
1,43.96,19,0,5569861
1,36.53,12,0,4743925
1,35.88,19,0,4851317
1,44.34,7,0,5371517
2,55.65,6,0,7092885
1,37.63,2,0,4592944
1,37.6,14,0,4884882
1,37.19,21,0,4838641
1,43.89,5,0,5348005
3,73.92,5,0,8831743
1,37.63,15,0,4881925
2,53.47,14,0,7493373
1,39.38,17,0,5311456
1,37.19,20,0,4851018
1,37.63,12,0,4889115
1,39.92,17,0,5138893
1,37.5,13,0,4877935
1,37.43,11,0,4884882
1,36.38,21,0,4771556
1,44.41,6,0,5488898
2,55.65,4,0,7092885
1,37.19,17,0,4838641
2,55.65,6,0,7070919
1,44.71,11,0,5990376
1,44.35,19,0,5910227
1,37.63,12,0,4889115
1,37.19,20,0,4738767
2,60.88,16,0,7995888
2,55.65,15,0,7196760
1,37.63,13,0,4889115
2,69.22,12,0,8857694
1,39.92,11,0,5100827
1,37.15,12,0,4885199
1,37.6,20,0,4869245
2,53.47,9,0,6986173
1,36.47,19,0,4770471
1,43.92,4,0,5432208
1,43.96,8,0,5365661
1,43.89,16,0,5551855
3,74.33,17,0,9191218
1,37.64,4,0,4608654
1,37.63,16,0,4889115
3,73.92,15,0,9181093
1,37.63,12,0,4881925
2,60.88,12,0,7995888
1,44.35,16,0,5910227
1,35.92,16,0,4760569
1,37.19,14,0,4851018
1,44.34,3,0,5371517
2,69.22,6,0,8196894
1,37.46,11,0,4889115
1,39.92,15,0,5138893
1,44.34,16,0,5577567
3,73.92,8,0,8831743
2,55.65,4,0,7070919
3,73.92,20,0,9181093
2,59.89,13,0,7524144
1,44.34,18,0,5577567
2,53.47,21,0,7493373
2,69.22,18,0,8857694
1,37.6,13,0,4869245
2,55.65,4,0,6932110
1,37.64,2,0,4637421
1,37.63,13,0,4889115
1,37.19,18,0,4851018
1,35.88,16,0,4851317
3,79.83,6,0,9364040
1,37.19,12,0,4851018
1,37.6,15,0,4884882
2,69.22,9,0,8196894
1,44.41,7,0,5488898
1,48.01,13,0,6304213
1,37.58,20,0,4873594
3,74.33,18,0,9191218
2,59.89,12,0,7524144
2,60.88,4,0,7419888
3,79.83,3,0,9364040
2,53.47,8,0,6986173
3,74.33,9,0,8839818
2,53.47,5,0,6986173
1,37.63,4,0,4542615
1,39.92,12,0,5100827
3,73.92,11,0,9181093
1,36.53,15,0,4743925
1,43.89,13,0,5551855
3,73.92,14,0,9181093
1,44.34,4,0,5371517
2,60.74,14,0,7773718
1,37.6,14,0,4869245
1,36.53,13,0,4743925
2,55.65,13,0,7600219
1,43.92,11,0,5840108
1,39.92,2,0,4771993
1,37.63,2,0,4535425
1,37.63,17,0,4889115
1,35.88,2,0,4622583
3,73.92,6,0,8831743
1,43.92,5,0,5432208
2,60.88,3,0,7455744
2,60.61,14,0,7737570
1,37.63,13,0,4845976
1,37.69,15,0,4718464
1,43.96,13,0,5569861
2,55.65,3,0,6932110
1,44.0,17,0,5551855
1,44.41,19,0,5901698
2,59.89,12,0,7922948
1,44.34,15,0,5577567
1,39.92,18,0,5138893
1,43.92,7,0,5432208
1,37.63,12,0,4889115
1,37.64,3,0,4608654
1,44.35,6,0,5498027
2,53.47,20,0,7493373
1,35.88,2,0,4505435
1,43.92,2,0,5432208
1,35.92,13,0,4732971
1,37.64,4,0,4637421
1,36.38,13,0,4771556
1,37.71,14,0,4891937
1,37.63,15,0,4889115
3,74.33,2,0,8839818
1,39.92,18,0,5116054
2,53.47,11,0,7493373
1,43.96,10,0,5365661
3,73.92,3,0,8831743
0,30.73,22,0,3996086
1,36.38,16,0,4771556
1,37.58,14,0,4873594
1,37.63,3,0,4542615
1,43.89,4,0,5348005
1,44.41,15,0,5901698
1,44.41,3,0,5488898
2,55.77,9,0,7092885
1,37.6,19,0,4869245
2,55.65,15,0,7622185
1,39.92,12,0,5138893
3,79.83,2,0,9364040
1,44.34,6,0,5371517
3,74.33,6,0,8839818
1,37.63,15,0,4889115
1,43.96,5,0,5365661
3,74.33,8,0,8839818
1,43.89,2,0,5348005
1,39.92,17,0,5100827
2,58.89,2,0,7206538
3,73.92,18,0,9181093
1,37.6,17,0,4869245
2,55.65,18,0,7600219
1,44.35,18,0,5910227
1,37.63,3,0,4592944
1,36.38,19,0,4736727
3,74.33,3,0,8839818
1,43.96,16,0,5569861
2,55.65,16,0,7622185
2,55.65,19,0,7600219
2,60.72,11,0,7771032
1,37.19,15,0,4851018
2,55.65,19,0,7622185
2,56.91,2,0,7142175
1,43.96,20,0,5569861
1,37.71,12,0,4891937
1,43.89,19,0,5551855
1,44.35,12,0,5910227
1,39.92,18,0,5100827
1,35.9,13,0,4743388
1,35.88,12,0,4754842
1,37.69,2,0,4542615
2,60.74,14,0,7773718
