Type,Square,Floor,Metro,Price
1,43.92,16,0,5840108
2,69.22,19,0,8857694
1,35.88,12,0,4851317
1,36.38,13,0,4736727
2,60.54,11,0,7734888
2,69.22,16,0,8857694
0,32.1,16,0,4610994
2,69.24,11,0,8868417
1,35.9,20,0,4743388
1,44.38,3,0,5493469
1,37.58,20,0,4880761
2,56.92,14,0,7702168
0,32.1,13,0,4610994
0,32.1,10,0,4320894
2,56.92,6,0,7165768
2,69.24,14,0,8868417
2,69.24,4,0,8206817
2,53.21,2,0,6948983
1,37.63,13,0,4889115
1,44.38,14,0,5905969
1,35.9,11,0,4743388
1,37.63,13,0,4889115
2,69.24,17,0,8868417
1,44.53,20,0,5905969
1,37.71,21,0,4891937
1,44.38,5,0,5493469
1,44.38,16,0,5905969
1,37.58,15,0,4880761
2,56.92,5,0,7165768
0,32.1,4,0,4320894
1,35.88,18,0,4754842
1,44.38,7,0,5493469
1,47.6,2,0,5810042
1,35.9,18,0,4743388
2,56.92,11,0,7702168
1,44.38,2,0,5493469
2,69.24,3,0,8206817
1,43.95,2,0,5436204
2,67.35,18,0,8831906
2,55.65,2,0,7070919
1,44.38,17,0,5905969
1,44.38,11,0,5905969
2,56.92,2,0,7165768
1,44.38,19,0,5905969
1,44.38,8,0,5493469
2,69.24,13,0,8868417
2,56.92,15,0,7702168
0,32.1,5,0,4320894
1,37.48,16,0,4891937
2,64.4,2,1,8000000
0,24.5,3,1,3970450
2,51.6,1,1,7032023
2,50.5,1,1,6471312
1,37.59,1,1,11464939
1,36.88,1,1,10718471
2,62.11,1,1,15150643
1,37.59,1,1,11652138
1,36.88,1,1,11889319
0,25.1,2,0,4748179
0,24.4,2,0,4834331
0,23.6,2,0,4825996
2,32.7,21,0,7760283
1,41.23,4,0,5387413
1,42.31,13,0,4639407
1,42.3,3,0,4533911
1,37.07,1,0,4118593
2,54.84,1,0,6250872
1,37.02,1,0,4101897
1,37.94,1,0,4276343
1,37.23,1,0,4181932
1,37.09,8,0,4477880
2,55.5,1,0,6318526
1,37.07,1,0,4140032
1,37.94,1,0,4334991
1,36.85,1,0,4223491
1,36.85,1,0,4117074
1,44.78,1,0,5134995
1,37.02,1,0,4137545
1,37.1,1,0,4168618
2,56.01,1,0,6234913
1,37.98,1,0,4221775
1,37.07,1,0,4168618
1,37.1,1,0,4140032
1,37.94,1,0,4261681
1,37.23,1,0,4196270
1,35.1,1,0,4742905
1,30.62,5,1,9739999
1,30.62,6,1,8979999
1,37.48,5,1,11009999
1,35.77,6,1,10989999
1,37.48,4,1,10909999
1,36.11,7,1,10839999
1,36.81,4,1,10839999
1,37.48,7,1,10709999
1,35.77,4,1,10689999
1,36.76,5,1,10669999
1,37.3,4,1,10669999
1,36.11,5,1,10549999
1,37.79,15,1,7480035
0,30.13,15,0,4167481
2,57.67,8,1,11479713
0,30.26,12,0,4419709
3,77.33,3,1,14493651
0,30.26,15,0,4419709
0,30.65,2,0,3923073
0,30.2,22,0,4656368
0,30.6,21,0,4718704
0,25.9,23,0,4071208
1,37.34,8,0,4496002
1,37.34,6,0,4510394
1,37.34,9,0,4510394
2,55.33,7,0,6673664
0,28.06,17,0,3661230
1,36.99,10,1,5757429
2,55.81,7,0,6659317
0,28.06,5,0,3810655
0,28.06,14,0,4044955
0,35.71,15,0,4667107
0,28.06,16,0,3661230
1,37.34,11,0,4488806
1,37.34,9,0,4496002
3,70.1,6,1,11528383
0,30.73,17,0,4493632
1,37.14,6,0,4510394
1,37.34,6,0,4488806
0,30.27,17,0,3956484
1,37.34,8,0,4488806
2,70.4,4,0,8390025
1,37.1,7,0,4490863
0,27.89,4,0,3783006
3,74.2,22,0,10586581
2,65.73,9,0,7599798
2,56.45,10,0,6760146
1,37.34,9,0,4496002
1,37.14,11,0,4488806
1,37.34,9,0,4488806
1,38.07,16,0,4550100
1,37.09,14,0,4482334
1,37.14,9,0,4510394
1,38.07,10,0,4550100
1,37.34,6,0,4488806
1,37.34,11,0,4496002
2,55.33,13,0,6673664
1,37.34,12,0,4496002
1,37.09,17,0,4482334
2,55.81,13,0,6659317
1,37.1,16,0,4490863
1,37.09,14,0,4492168
1,37.09,15,0,4482334
1,37.14,12,0,4510394
2,58.9,16,0,6817144
1,37.34,12,0,4496002
1,37.34,11,0,4488806
1,37.09,15,0,4503891
1,38.07,13,0,4550100
1,37.14,9,0,4488806
1,37.34,14,0,4496002
1,37.34,9,0,4496002
2,65.73,12,0,7599798
2,55.81,16,0,6736779
1,37.14,6,0,4488806
1,38.07,16,0,4528182
1,37.14,12,0,4488806
1,37.09,8,0,4492168
2,56.45,16,0,6760146
1,45.16,17,0,5483566
1,40.6,21,0,6175936
0,30.65,9,0,4041307
1,36.41,19,0,4594273
1,36.48,7,0,4601035
0,25.7,8,0,3996722
1,30.62,4,1,9659999
1,31.12,3,1,9489999
1,30.95,3,1,9489999
1,31.55,2,1,9139999
1,30.76,7,1,10267998
1,30.95,7,1,10267998
1,31.39,2,1,9059999
2,56.1,2,0,8688486
3,74.7,4,1,20499996
3,97.0,4,1,33509515
4,135.0,8,1,76314912
1,34.3,1,0,4804479
0,28.22,11,0,4072578
1,37.34,15,0,4496002
1,37.34,14,0,4488806
0,28.06,13,0,3661230
1,37.09,11,0,4492168
1,37.34,12,0,4488806
1,37.1,13,0,4490863
2,56.45,13,0,6760146
1,37.34,9,0,4488806
2,56.45,13,0,6737827
1,37.34,15,0,4496002
0,28.22,14,0,4072578
2,55.81,10,0,6736779
0,30.73,2,0,3853236
1,37.1,13,0,4490863
0,30.27,11,0,3956484
0,30.13,6,0,3887681
0,28.06,4,0,3810655
1,38.41,14,0,4628596
1,37.34,12,0,4488806
0,35.71,12,0,4667107
2,56.45,10,0,6737827
0,28.06,16,0,4044955
0,35.17,13,0,4593770
1,37.1,10,0,4490863
1,38.07,13,0,4528182
1,37.34,12,0,4510394
2,65.73,15,0,7599798
0,30.13,12,0,4167481
0,30.27,14,0,3956484
2,55.81,16,0,6659317
1,37.34,12,0,4496002
2,55.81,13,0,6659317
1,37.34,15,0,4488806
0,30.27,2,0,3815884
0,30.73,5,0,4207932
1,38.07,10,0,4550100
0,30.73,14,0,4493632
0,30.27,5,0,3815884
1,37.09,14,0,4477880
2,56.45,13,0,6737827
2,58.9,13,0,6817144
0,28.06,11,0,4044955
0,27.89,16,0,4015606
0,30.73,11,0,4493632
0,27.89,12,0,4044955
0,27.89,13,0,4015606
0,28.06,13,0,4044955
0,28.06,11,0,4044955
2,70.4,6,0,8350808
0,35.82,9,0,4351207
2,53.05,2,1,8090996
0,28.06,11,0,3815517
0,30.65,3,0,3923073
0,35.66,15,0,4136629
0,30.73,17,0,3996086
0,32.1,14,0,4129864
0,27.89,13,0,3815517
0,28.06,14,0,3800932
0,27.89,13,0,3797486
0,28.06,14,0,3815517
0,27.89,16,0,3797486
0,30.73,11,0,3996086
0,35.66,12,0,4136629
0,30.73,14,0,3996086
0,28.22,16,0,3700917
0,35.17,15,0,4072363
0,30.65,12,0,4207973
0,28.41,14,0,3681382
0,28.06,11,0,3800932
0,28.24,11,0,3681382
0,30.65,15,0,4207973
0,28.22,13,0,3700917
2,60.2,1,0,8245225
2,55.6,2,0,8475049
2,55.3,4,0,8497629
2,58.6,3,0,8840455
1,38.2,5,0,5611622
2,58.1,5,0,8764172
1,38.3,2,0,5610548
2,58.1,1,0,7990280
2,55.3,1,0,7738084
2,58.3,4,0,8794685
2,55.2,5,0,8482082
0,27.64,11,0,4001795
0,27.64,8,0,3769995
0,27.64,4,0,3769995
0,27.64,5,0,3769995
0,27.64,14,0,4001795
1,34.6,2,0,5279092
2,49.8,20,0,7722833
0,30.3,10,0,4621654
1,35.3,18,0,5246480
0,25.6,14,0,4023472
0,25.6,16,0,4034096
0,25.8,20,0,4055296
0,25.8,19,0,4055296
2,49.5,19,0,7676310
0,25.6,18,0,4012848
0,25.9,20,0,4060459
0,25.6,17,0,4012848
0,25.9,20,0,4081956
0,26.0,21,0,4087120
0,25.9,19,0,4060459
0,30.8,20,0,4749872
0,25.8,19,0,4066003
0,25.6,16,0,4012848
0,28.06,12,0,4044955
0,30.13,19,0,4167481
0,30.73,19,0,3996086
0,35.71,16,0,4667107
0,30.73,21,0,3996086
0,30.65,19,0,4207973
0,30.13,16,0,4167481
0,30.73,10,0,4207932
0,32.1,16,0,4129864
0,28.06,17,0,4044955
0,35.71,7,0,4351207
0,27.89,15,0,3815517
0,28.06,16,0,4044955
0,27.89,12,0,4044955
0,30.27,3,0,3815884
0,28.08,19,0,3804176
0,30.65,11,0,4207973
0,28.06,15,0,4044955
0,30.27,19,0,3956484
0,35.71,2,0,4351207
0,30.27,12,0,3956484
0,28.06,6,0,3810655
0,35.71,13,0,4667107
0,27.89,15,0,3797486
0,30.73,16,0,4493632
0,28.06,19,0,3815517
0,35.17,13,0,4072363
0,35.66,17,0,4136629
0,30.65,20,0,4207973
0,28.06,5,0,3810655
0,28.06,18,0,3815517
0,30.73,4,0,4207932
0,27.89,7,0,3810655
0,27.89,9,0,3693037
0,30.27,16,0,3956484
0,28.06,8,0,3810655
0,30.73,6,0,4207932
0,30.13,13,0,4167481
0,28.06,19,0,4044955
0,30.73,19,0,4493632
0,28.24,16,0,3681382
0,27.89,19,0,4015606
0,35.66,11,0,4136629
0,28.06,16,0,3815517
0,28.06,13,0,3800932
0,28.06,12,0,3661230
0,30.73,16,0,3996086
0,28.06,13,0,3815517
0,30.65,14,0,4207973
0,35.71,19,0,4667107
0,27.89,12,0,3815517
0,28.06,4,0,3810655
0,28.06,22,0,4044955
0,35.71,4,0,4351207
0,28.06,11,0,3661230
0,35.66,14,0,4136629
0,30.13,17,0,4167481
0,35.71,8,0,4351207
0,30.73,15,0,3996086
0,27.89,14,0,3815517
0,28.06,16,0,3800932
0,35.71,10,0,4351207
0,28.06,14,0,3661230
0,32.1,15,0,4129864
0,30.73,9,0,4207932
0,35.17,2,0,3917113
0,30.73,12,0,4493632
0,30.65,17,0,4207973
0,30.73,13,0,3996086
0,30.73,12,0,3996086
0,30.27,13,0,3956484
0,30.73,21,0,4493632
0,35.71,11,0,4667107
0,28.41,13,0,3681382
0,35.71,5,0,4351207
0,27.89,18,0,3797486
0,28.06,11,0,4044955
0,28.06,9,0,3810655
0,30.73,15,0,4493632
0,30.65,16,0,4207973
0,35.66,13,0,4136629
0,35.71,14,0,4667107
0,28.06,15,0,3815517
0,30.73,7,0,4207932
0,35.71,17,0,4667107
0,27.89,11,0,3815517
0,30.13,4,0,3887681
0,30.13,11,0,4167481
0,30.65,13,0,4207973
0,30.73,18,0,3996086
0,28.06,13,0,4044955
0,27.89,12,0,3797486
0,30.73,13,0,4493632
0,30.73,22,0,4493632
0,30.27,15,0,3956484
0,35.17,14,0,4072363
0,28.22,12,0,4072578
0,35.17,11,0,4593770
0,35.17,17,0,4593770
3,79.83,9,0,9509340
3,79.83,2,0,9509340
0,28.06,2,0,3810655
0,30.26,13,0,4419709
3,79.83,6,0,9509340
3,79.83,2,0,9509340
3,79.83,6,0,9509340
2,70.4,3,0,8167793
0,28.06,5,0,3810655
0,30.26,5,0,4138709
3,79.83,8,0,9509340
3,79.83,5,0,9509340
3,79.83,7,0,9509340
0,35.17,18,0,4593770
0,28.22,7,0,3836678
0,35.17,14,0,4593770
0,28.22,19,0,4072578
0,30.26,10,0,4138709
0,35.17,15,0,4593770
0,30.26,11,0,4419709
0,30.26,14,0,4419709
0,28.22,18,0,4072578
0,30.26,7,0,4138709
0,35.17,6,0,4283270
0,35.28,9,0,4283270
3,79.83,3,0,9509340
0,28.22,4,0,3836678
0,28.22,16,0,4072578
0,35.17,12,0,4593770
3,79.83,3,0,9509340
3,79.83,2,0,9509340
2,70.4,2,0,8390025
0,30.26,19,0,4419709
0,35.17,8,0,4283270
0,28.22,13,0,4072578
3,79.83,7,0,9509340
0,30.26,20,0,4419709
0,30.26,4,0,4138709
0,28.06,12,0,4044955
3,79.83,9,0,9509340
0,30.26,22,0,4419709
3,79.83,9,0,9509340
3,79.83,4,0,9509340
0,28.06,10,0,3810655
0,28.16,13,0,4062219
0,28.22,5,0,3836678
0,28.22,6,0,3836678
2,70.4,2,0,8259300
3,79.83,6,0,9509340
1,37.34,10,0,4488806
1,37.1,11,0,4490863
2,56.45,12,0,6737827
1,37.34,12,0,4488806
2,55.28,21,0,6667296
1,37.34,17,0,4510394
1,37.34,12,0,4496002
1,37.09,16,0,4482334
2,56.45,11,0,6737827
1,37.1,12,0,4490863
1,37.34,17,0,4488806
1,37.34,10,0,4510394
1,37.09,12,0,4492168
1,38.07,12,0,4550100
1,37.34,16,0,4488806
1,38.41,9,0,4628596
1,37.14,9,0,4488806
2,58.9,17,0,6817144
1,37.14,13,0,4510394
1,37.34,19,0,4496002
2,56.45,15,0,6737827
2,55.81,15,0,6659317
1,37.34,14,0,4496002
1,37.09,16,0,4492168
2,58.9,8,0,6817144
1,37.34,14,0,4488806
2,55.81,12,0,6736779
1,37.34,16,0,4488806
1,37.14,12,0,4488806
1,37.34,19,0,4488806
1,37.1,17,0,4490863
1,37.34,11,0,4488806
1,38.07,12,0,4528182
1,38.07,14,0,4550100
1,37.34,13,0,4496002
2,55.81,14,0,6659317
2,56.45,20,0,6737827
1,37.34,13,0,4488806
1,37.09,16,0,4503891
2,58.9,11,0,6817144
1,37.34,14,0,4496002
1,38.07,9,0,4528182
1,37.34,18,0,4488806
1,37.34,10,0,4496002
1,37.34,20,0,4488806
1,37.34,10,0,4488806
1,37.09,19,0,4492168
1,37.34,7,0,4496002
1,38.07,11,0,4528182
2,55.81,20,0,6659317
1,37.34,10,0,4496002
1,37.09,13,0,4477880
1,38.07,11,0,4550100
2,58.9,21,0,6817144
1,37.14,11,0,4510394
2,55.81,17,0,6659317
1,37.34,11,0,4496002
1,37.09,15,0,4549322
1,38.41,18,0,4628596
1,38.07,18,0,4550100
2,65.73,20,0,7599798
2,56.45,14,0,6737827
2,55.28,15,0,6667296
2,65.73,16,0,7599798
1,37.34,19,0,4488806
1,37.09,17,0,4503891
1,37.34,18,0,4496002
1,37.34,19,0,4496002
2,55.28,18,0,6667296
1,37.34,17,0,4496002
1,37.34,17,0,4488806
1,37.09,20,0,4482334
1,37.34,16,0,4496002
2,55.28,14,0,6667296
1,37.1,14,0,4490863
1,37.09,15,0,4482334
2,56.45,14,0,6760146
2,56.45,12,0,6737827
1,37.34,12,0,4488806
1,37.09,18,0,4482334
1,38.07,15,0,4550100
1,37.09,10,0,4492168
2,56.45,14,0,6737827
1,37.34,19,0,4496002
1,37.09,17,0,4482334
1,37.34,14,0,4510394
1,37.1,6,0,4490863
1,37.1,18,0,4490863
1,37.14,11,0,4488806
2,58.9,14,0,6817144
1,37.34,16,0,4496002
1,37.34,14,0,4488806
1,37.09,7,0,4492168
2,65.73,17,0,7599798
2,56.45,18,0,6737827
1,37.09,15,0,4477880
1,37.34,11,0,4496002
2,55.81,18,0,6659317
1,37.34,10,0,4488806
1,37.09,19,0,4482334
1,37.34,7,0,4510394
2,65.73,19,0,7599798
1,37.14,13,0,4488806
2,55.28,17,0,6667296
2,65.73,10,0,7599798
1,45.16,19,0,5483566
1,38.07,17,0,4528182
1,37.34,16,0,4496002
1,37.1,9,0,4490863
1,37.34,13,0,4510394
1,38.07,17,0,4550100
1,37.34,10,0,4496002
1,37.34,13,0,4496002
2,55.81,12,0,6659317
1,37.34,8,0,4496002
1,37.34,8,0,4496002
1,37.34,17,0,4496002
2,65.73,8,0,7599798
1,37.34,7,0,4496002
1,37.09,15,0,4492168
1,37.09,16,0,4482334
1,38.07,15,0,4550100
1,37.34,15,0,4496002
1,37.34,11,0,4488806
1,38.07,20,0,4528182
1,37.34,16,0,4488806
1,37.14,13,0,4488806
1,37.09,13,0,4492168
1,37.09,18,0,4549322
1,38.07,18,0,4528182
1,37.09,14,0,4482334
1,37.14,10,0,4488806
1,37.34,13,0,4488806
1,37.34,11,0,4510394
1,37.34,13,0,4496002
1,37.34,13,0,4496002
1,37.14,10,0,4510394
2,56.45,17,0,6760146
1,37.34,13,0,4488806
1,37.34,20,0,4496002
1,37.34,10,0,4488806
1,38.41,16,0,4621175
1,38.07,9,0,4550100
1,37.34,14,0,4496002
1,37.14,7,0,4488806
1,38.07,9,0,4550100
1,37.34,18,0,4488806
1,37.1,17,0,4490863
1,38.07,15,0,4528182
1,37.34,13,0,4488806
1,37.34,16,0,4510394
2,55.81,18,0,6736779
1,37.1,15,0,4490863
1,37.1,8,0,4490863
1,38.41,18,0,4621175
1,37.1,15,0,4597996
1,37.1,12,0,4490863
1,37.34,19,0,4488806
1,37.34,8,0,4510394
1,37.34,8,0,4496002
1,37.34,16,0,4496002
1,38.07,14,0,4550100
1,37.34,15,0,4488806
1,37.34,7,0,4496002
1,37.09,9,0,4492168
2,56.45,18,0,6760146
0,25.4,3,1,3896779
0,32.21,9,0,3717776
0,32.21,13,0,3717776
2,88.7,3,1,21200000
3,76.23,17,1,19048014
3,76.23,9,1,16399949
2,61.66,6,1,12155350
1,42.2,2,1,7450146
2,56.53,7,1,11375970
1,39.11,3,1,7159281
1,42.2,15,1,9505359
1,37.23,9,1,7161188
1,43.88,12,1,9113931
3,76.23,16,1,18717006
1,37.87,4,1,7019654
1,42.2,3,1,7506344
1,37.87,12,1,7418337
2,61.66,16,1,12997800
2,61.47,8,1,12190949
2,69.31,13,1,14449092
2,61.66,12,1,12660820
1,40.78,8,1,7486733
1,38.36,10,1,8030756
2,61.47,3,1,11779092
2,61.47,5,1,11943835
2,61.47,15,1,12767548
1,40.3,16,1,7862943
2,58.46,6,1,11961338
1,37.23,14,1,7405717
2,61.66,15,1,12913555
1,38.36,16,1,8987489
1,39.11,12,1,8514140
2,61.47,6,1,12026206
2,56.53,5,1,11222092
1,39.11,13,1,8677019
1,38.36,8,1,7711845
1,40.3,10,1,7542318
2,69.31,11,1,13887963
2,61.47,4,1,11861464
1,42.2,9,1,8445640
1,37.23,8,1,7112282
1,40.3,15,1,7809505
1,40.3,13,1,7702630
2,58.46,15,1,14216904
1,43.88,4,1,7639619
2,58.46,14,1,13966286
1,43.88,9,1,8561064
2,61.66,4,1,11986860
1,40.3,14,1,7756068
2,69.31,10,1,13607398
3,76.23,5,1,15075917
1,40.78,12,1,7702400
2,58.46,5,1,11710719
2,56.53,8,1,11452909
1,38.36,5,1,7233479
1,38.36,13,1,8509123
2,61.66,13,1,12745065
3,76.23,8,1,16068941
2,61.47,14,1,12685176
1,40.3,4,1,7221693
1,43.88,14,1,9482509
2,69.31,15,1,15010222
2,61.66,9,1,12408085
1,39.11,15,1,9002778
2,56.53,13,1,11837603
1,37.23,7,1,7063377
1,37.87,6,1,7119325
1,42.2,17,1,9858599
2,58.46,16,1,14467523
2,69.31,16,1,15290787
2,61.47,10,1,12355691
1,40.78,10,1,7594566
2,58.46,4,1,11460101
2,56.53,14,1,11914542
1,43.88,16,1,9851087
2,58.46,2,1,11300616
1,37.23,17,1,7552434
1,37.87,14,1,7518007
1,41.62,2,1,7325331
1,37.87,17,1,7667513
1,37.87,5,1,7069490
1,39.11,2,1,7107456
1,39.11,11,1,8351261
2,69.31,17,1,15571352
2,61.47,17,1,12932290
1,37.23,6,1,7014471
2,58.46,3,1,11380358
1,37.87,16,1,7617678
1,42.2,10,1,8622260
1,40.3,12,1,7649193
2,58.46,7,1,12211956
2,56.53,6,1,11299031
1,37.87,10,1,7318666
1,38.36,17,1,9146944
1,37.23,15,1,7454622
1,39.11,8,1,7862623
1,40.3,17,1,7916380
1,42.2,12,1,8975500
1,43.88,6,1,8008197
1,40.3,8,1,7435443
2,61.47,16,1,12849919
1,43.88,13,1,9298220
1,42.2,14,1,9328739
2,69.64,2,1,11808532
1,40.78,16,1,7918067
3,76.23,11,1,17061966
1,38.36,2,1,6972552
2,61.66,10,1,12492330
2,69.31,3,1,11834738
1,40.3,9,1,7488880
1,37.23,5,1,6965565
1,37.23,10,1,7210094
2,69.31,12,1,14168527
1,37.23,2,1,6818848
1,39.11,9,1,8025502
1,40.3,5,1,7275131
1,43.88,2,1,7522344
1,37.87,15,1,7567842
1,42.2,8,1,8269020
1,42.2,7,1,8092400
2,69.31,4,1,11924008
1,39.11,16,1,9165657
2,56.53,10,1,11606786
1,42.2,4,1,7562541
1,43.88,10,1,8745353
2,61.66,5,1,12071105
2,58.46,9,1,12713193
1,38.36,3,1,7023288
1,37.87,13,1,7468172
1,40.3,7,1,7382005
3,76.23,10,1,16730957
2,61.47,2,1,11696721
2,58.46,10,1,12963812
3,76.23,2,1,14534267
1,37.87,9,1,7268831
2,61.47,9,1,12273320
1,38.36,15,1,8828034
1,40.3,2,1,7114818
2,58.46,13,1,13715667
1,40.78,14,1,7810234
1,43.88,7,1,8192486
2,61.47,12,1,12520434
1,37.87,7,1,7169160
2,56.53,15,1,11991481
3,76.23,6,1,15406925
2,61.66,11,1,12576575
2,61.66,7,1,12239595
1,40.78,4,1,7271066
2,61.66,2,1,11818370
1,42.2,11,1,8798880
1,37.87,3,1,6969819
2,56.53,4,1,11145153
2,61.47,7,1,12108577
1,38.36,7,1,7552390
1,40.78,3,1,7217149
1,37.23,11,1,7258999
2,69.31,8,1,13046268
1,40.78,9,1,7540650
2,56.53,17,1,12145359
1,37.23,3,1,6867754
1,40.3,11,1,7595755
1,37.23,13,1,7356811
1,39.11,5,1,7373986
3,76.23,4,1,14744909
2,69.31,9,1,13326833
2,56.53,16,1,12068420
2,61.66,17,1,13082045
1,39.11,6,1,7536865
1,43.88,15,1,9666798
1,39.11,17,1,9328536
2,56.53,12,1,11760664
2,61.66,3,1,11902615
1,40.3,3,1,7168256
1,38.36,9,1,7871301
1,38.36,6,1,7392935
1,39.11,10,1,8188382
3,76.23,7,1,15737933
1,37.23,16,1,7503528
1,40.78,6,1,7378899
3,76.23,15,1,18385998
1,42.2,16,1,9681979
1,42.2,5,1,7739161
1,39.11,4,1,7211106
1,42.2,13,1,9152120
1,39.11,14,1,8839898
3,76.23,3,1,14639588
1,43.88,3,1,7580981
1,40.78,7,1,7432816
2,58.46,17,1,14718141
1,43.88,17,1,10035376
2,69.31,7,1,12765703
2,61.66,8,1,12323840
2,56.53,2,1,10991275
1,37.87,11,1,7368501
1,40.3,6,1,7328568
1,38.36,12,1,8349667
1,43.88,11,1,8929642
1,37.23,4,1,6916660
2,69.31,5,1,12204573
2,69.31,14,1,14729657
1,43.88,5,1,7823908
1,38.36,11,1,8190212
1,40.78,5,1,7324982
2,58.46,12,1,13465049
2,61.66,14,1,12829310
1,40.78,11,1,7648483
1,43.88,8,1,8376775
1,40.78,15,1,7864150
1,37.23,12,1,7307905
3,76.23,14,1,18054990
3,76.23,13,1,17723982
2,61.47,13,1,12602805
1,38.36,14,1,8668578
2,58.46,8,1,12462575
1,40.78,13,1,7756317
1,42.2,6,1,7915781
1,37.87,2,1,6919984
2,58.46,11,1,13214430
1,40.78,17,1,7971984
2,61.47,11,1,12438063
3,76.23,12,1,17392974
2,56.53,9,1,11529847
1,39.11,7,1,7699744
1,37.87,8,1,7218996
2,48.7,1,0,6782771
0,31.59,6,0,3785772
0,29.44,6,1,4877868
0,32.53,14,0,3877241
0,25.47,10,0,3616970
0,31.34,9,0,3704891
0,32.53,8,0,3877241
0,31.34,11,0,3693836
0,31.34,8,0,3693836
0,31.34,6,0,3738058
0,31.34,8,0,3699364
0,31.34,6,0,3715947
0,31.34,6,0,3704891
0,31.59,9,0,3785772
0,25.47,10,0,3607919
0,31.35,11,0,3684163
0,30.84,17,0,3646203
0,31.34,14,0,3710419
0,31.34,15,0,3738058
0,31.35,6,0,3706282
0,31.34,8,0,3710419
0,32.53,11,0,3877241
0,31.35,15,0,3706282
0,31.59,15,0,3785772
0,31.59,9,0,3785772
0,31.35,18,0,3700752
0,32.53,14,0,3877241
0,31.35,12,0,3700752
0,31.59,15,0,3785772
0,30.84,14,0,3646203
0,30.84,8,0,3646203
0,31.34,15,0,3715947
0,31.34,14,0,3699364
0,31.59,12,0,3785772
0,31.34,17,0,3699364
0,31.34,11,0,3699364
0,31.34,12,0,3738058
0,31.35,15,0,3700752
0,31.35,16,0,3678633
0,31.35,9,0,3700752
0,31.59,6,0,3785772
0,31.35,9,0,3706282
0,31.35,12,0,3706282
0,30.84,11,0,3646203
0,31.35,17,0,3684163
0,31.59,12,0,3785772
2,52.8,2,1,5100000
4,168.62,7,1,118034000
1,45.0,6,1,20656800
2,69.0,7,1,25833352
3,100.0,9,1,58955625
3,96.0,2,1,42142800
2,78.0,8,1,41244000
3,89.0,8,1,47641700
3,100.0,8,1,50130000
3,100.0,7,1,46320120
3,100.0,6,1,43613100
3,100.0,5,1,41708160
3,100.0,4,1,39753090
1,45.0,2,1,17970510
3,100.0,3,1,37747890
2,63.0,8,1,31877244
2,77.0,8,1,39374850
2,63.0,7,1,29370310
2,78.0,7,1,36444680
2,63.0,6,1,27605280
2,79.0,6,1,34848000
2,82.0,6,1,36030650
2,79.0,5,1,30079970
2,82.0,5,1,33639600
2,79.0,4,1,31034205
2,82.0,4,1,32856325
2,79.0,3,1,30199540
2,63.0,3,1,24491520
2,82.0,3,1,31207325
2,79.0,2,1,28774660
1,64.0,7,1,30338352
1,64.0,6,1,29139768
1,64.0,5,1,27844524
1,64.0,4,1,27213012
1,64.0,3,1,26587944
2,84.0,8,1,44273250
2,87.0,6,1,39276000
1,52.0,6,1,23357248
2,85.0,6,1,38673000
1,52.0,4,1,19804948
1,52.0,3,1,20772576
1,52.0,2,1,20345028
0,31.35,13,0,3678633
0,31.34,14,0,3693836
0,31.59,12,0,3785772
0,25.47,13,0,3644124
0,25.47,13,0,3616970
0,32.53,11,0,3877241
0,31.34,11,0,3710419
0,31.34,13,0,3710419
0,31.35,14,0,3684163
0,32.53,14,0,3877241
0,31.34,12,0,3704891
0,31.34,12,0,3715947
1,34.4,14,0,6832816
0,25.3,2,0,4891406
0,25.9,2,0,4831243
0,23.6,1,0,4536129
0,31.34,14,0,3715947
0,31.34,11,0,3738058
0,31.34,8,0,3715947
0,31.34,8,0,3738058
0,31.35,8,0,3678633
0,31.59,19,0,3785772
0,32.53,10,0,3877241
0,31.34,20,0,3715947
0,31.34,17,0,3715947
0,31.34,14,0,3704891
0,31.59,10,0,3785772
0,31.34,17,0,3738058
0,31.59,11,0,3785772
0,31.59,13,0,3785772
0,31.59,17,0,3785772
0,32.53,9,0,3877241
0,32.53,15,0,3877241
0,32.53,15,0,3877241
0,31.34,13,0,3704891
0,31.59,14,0,3785772
0,31.59,10,0,3785772
0,32.53,9,0,3877241
0,31.34,19,0,3699364
0,32.53,9,0,3877241
0,30.84,15,0,3646203
0,31.35,13,0,3684163
0,31.59,10,0,3785772
0,31.34,14,0,3738058
0,31.34,18,0,3710419
0,31.35,9,0,3678633
0,25.47,8,0,3607919
0,31.35,11,0,3678633
0,32.53,19,0,3877241
0,31.34,15,0,3710419
0,30.84,9,0,3646203
0,31.35,7,0,3706282
0,31.34,12,0,3699364
0,31.34,10,0,3738058
0,32.53,6,0,3877241
0,32.53,12,0,3877241
0,31.35,10,0,3700752
0,32.53,16,0,3877241
0,31.35,14,0,3678633
0,31.34,18,0,3693836
0,31.59,14,0,3785772
0,32.53,18,0,3877241
0,31.34,10,0,3710419
0,31.34,16,0,3710419
0,31.34,19,0,3710419
0,31.59,13,0,3785772
0,31.35,17,0,3678633
0,32.53,10,0,3877241
0,31.34,15,0,3699364
0,31.35,16,0,3706282
0,32.53,7,0,3877241
0,31.34,17,0,3704891
0,31.35,19,0,3700752
0,25.47,11,0,3616970
0,31.35,7,0,3684163
0,25.47,12,0,3616970
0,30.84,19,0,3646203
0,31.35,21,0,3684163
0,31.34,13,0,3715947
0,30.84,13,0,3646203
0,30.84,10,0,3646203
0,31.35,12,0,3684163
